latDeg_current,Mi8,Pixel4,Pixel4Modded,Pixel4XL,Pixel4XLModded,Pixel5,SamsungS20Ultra
37.358596500000004,1,0,0,0,0,0,0
37.4319557,0,1,0,0,0,0,0
37.3373814,0,1,0,0,0,0,0
37.552693700000006,0,1,0,0,0,0,0
37.435229,0,0,0,0,0,0,1
37.3528859,0,1,0,0,0,0,0
37.5053425,0,0,0,0,1,0,0
37.3536928,0,0,0,1,0,0,0
37.379585999999996,0,1,0,0,0,0,0
37.4996027,0,1,0,0,0,0,0
37.370069,0,0,0,1,0,0,0
37.4282841,0,1,0,0,0,0,0
37.5897953,0,1,0,0,0,0,0
37.362864,0,0,0,0,0,0,1
37.4245729,0,0,0,1,0,0,0
37.3751891,0,0,0,0,0,1,0
37.444418,0,1,0,0,0,0,0
37.3917516,0,0,0,0,0,1,0
37.3707348,1,0,0,0,0,0,0
37.4890773,0,0,0,1,0,0,0
37.395059,1,0,0,0,0,0,0
37.423111799999994,0,1,0,0,0,0,0
37.423142999999996,0,0,0,1,0,0,0
37.389444299999994,0,1,0,0,0,0,0
37.352298499999996,0,0,0,0,0,0,1
37.371323100000005,0,0,0,1,0,0,0
37.3931919,0,1,0,0,0,0,0
37.4371588,0,0,1,0,0,0,0
37.3869945,0,0,0,0,0,1,0
37.458138,0,0,0,1,0,0,0
37.4335814,1,0,0,0,0,0,0
37.3738843,0,0,0,1,0,0,0
37.3623194,0,1,0,0,0,0,0
37.5418145,0,1,0,0,0,0,0
37.3898595,0,1,0,0,0,0,0
37.435641600000004,0,0,1,0,0,0,0
37.4164338,0,0,0,1,0,0,0
37.4053445,0,1,0,0,0,0,0
37.330051899999994,0,1,0,0,0,0,0
37.4390441,0,1,0,0,0,0,0
37.4259055,0,1,0,0,0,0,0
37.4966305,0,1,0,0,0,0,0
37.444521200000004,0,0,0,1,0,0,0
37.4243973,0,0,0,0,0,0,1
37.4432811,0,0,1,0,0,0,0
37.332027000000004,0,0,0,1,0,0,0
37.58742279999999,0,1,0,0,0,0,0
37.3877681,0,1,0,0,0,0,0
37.4303537,1,0,0,0,0,0,0
37.421933100000004,0,0,1,0,0,0,0
37.5093224,0,1,0,0,0,0,0
37.3407217,0,1,0,0,0,0,0
37.3867886,0,1,0,0,0,0,0
37.4857842,1,0,0,0,0,0,0
37.514188,0,0,0,1,0,0,0
37.38919,0,1,0,0,0,0,0
37.5416579,0,1,0,0,0,0,0
37.625446600000004,1,0,0,0,0,0,0
37.4681695,0,0,1,0,0,0,0
37.4439507,0,1,0,0,0,0,0
37.3352375,0,0,0,0,0,0,1
37.469221600000004,0,0,1,0,0,0,0
37.624258600000005,0,0,0,1,0,0,0
37.4776939,0,1,0,0,0,0,0
37.364939899999996,0,0,0,1,0,0,0
37.3733953,0,0,0,0,0,1,0
37.3522686,0,0,0,0,0,1,0
37.4169159,0,0,0,1,0,0,0
37.3521733,0,0,0,0,0,1,0
37.4282626,0,1,0,0,0,0,0
37.3843938,0,0,0,1,0,0,0
37.4782935,0,0,0,0,1,0,0
37.3306935,0,1,0,0,0,0,0
37.4026979,0,1,0,0,0,0,0
37.3526632,0,1,0,0,0,0,0
37.3953953,0,0,0,0,0,1,0
37.3688003,0,0,0,1,0,0,0
37.456453,0,0,0,0,1,0,0
37.495002299999996,1,0,0,0,0,0,0
37.4748291,1,0,0,0,0,0,0
37.4484199,0,1,0,0,0,0,0
37.424587100000004,0,1,0,0,0,0,0
37.4185271,1,0,0,0,0,0,0
37.3593896,0,0,0,0,0,0,1
37.3979499,0,1,0,0,0,0,0
37.335268799999994,0,0,0,0,0,0,1
37.3335648,0,1,0,0,0,0,0
37.4456926,0,0,0,0,0,1,0
37.422090399999995,0,0,1,0,0,0,0
37.3881347,0,1,0,0,0,0,0
37.3876487,0,1,0,0,0,0,0
37.4552874,0,0,0,0,0,1,0
37.5730569,0,0,0,1,0,0,0
37.3958528,0,0,0,0,0,0,1
37.335292700000004,0,1,0,0,0,0,0
37.5423265,0,0,0,0,1,0,0
37.4439171,0,1,0,0,0,0,0
37.371334399999995,0,1,0,0,0,0,0
37.4200111,0,1,0,0,0,0,0
37.385526899999995,1,0,0,0,0,0,0
37.4878591,0,1,0,0,0,0,0
37.35350220000001,0,0,0,1,0,0,0
37.3301016,0,1,0,0,0,0,0
37.3231466,0,1,0,0,0,0,0
37.416318700000005,0,0,0,1,0,0,0
37.4226114,0,0,0,1,0,0,0
37.441348,0,1,0,0,0,0,0
37.416394200000006,0,1,0,0,0,0,0
37.3366914,0,1,0,0,0,0,0
37.3788163,0,1,0,0,0,0,0
37.4537881,1,0,0,0,0,0,0
37.571027799999996,0,0,0,0,1,0,0
37.336985799999994,0,1,0,0,0,0,0
37.443521200000006,0,0,0,0,0,1,0
37.379624,1,0,0,0,0,0,0
37.3301149,0,1,0,0,0,0,0
37.4227898,1,0,0,0,0,0,0
37.6041451,0,1,0,0,0,0,0
37.3622061,0,0,0,0,0,1,0
37.3521175,0,0,0,1,0,0,0
37.690208,0,0,0,0,1,0,0
37.4941094,0,1,0,0,0,0,0
37.33012670000001,0,0,0,0,0,0,1
37.3851704,0,0,0,0,0,1,0
37.4385453,0,0,0,1,0,0,0
37.4443595,0,1,0,0,0,0,0
37.4687206,0,0,0,0,0,1,0
37.330665,0,1,0,0,0,0,0
37.548173299999995,0,0,0,0,1,0,0
37.3654954,0,1,0,0,0,0,0
37.4728641,0,1,0,0,0,0,0
37.4693049,0,1,0,0,0,0,0
37.396272100000004,0,0,0,0,0,1,0
37.4336265,1,0,0,0,0,0,0
37.431252,0,1,0,0,0,0,0
37.4219535,0,1,0,0,0,0,0
37.4398318,0,1,0,0,0,0,0
37.3523757,0,0,0,0,0,1,0
37.336971999999996,0,0,0,0,0,0,1
37.3626044,0,1,0,0,0,0,0
37.4795435,0,1,0,0,0,0,0
37.3361122,0,0,0,0,0,0,1
37.429173799999994,0,0,0,0,0,0,1
37.4188839,1,0,0,0,0,0,0
37.4444015,0,1,0,0,0,0,0
37.4413679,0,0,0,1,0,0,0
37.333992200000004,0,1,0,0,0,0,0
37.6149177,0,1,0,0,0,0,0
37.6068729,0,0,0,1,0,0,0
37.3872396,0,0,0,0,0,0,1
37.3763742,0,0,0,1,0,0,0
37.3874972,0,0,0,1,0,0,0
37.6295469,0,1,0,0,0,0,0
37.5079071,0,1,0,0,0,0,0
37.4413269,0,0,0,0,1,0,0
37.3625393,0,1,0,0,0,0,0
37.4729339,1,0,0,0,0,0,0
37.3493133,0,1,0,0,0,0,0
37.370428100000005,0,0,0,1,0,0,0
37.4398608,0,0,0,1,0,0,0
37.352155100000004,1,0,0,0,0,0,0
37.4236877,0,0,0,0,0,1,0
37.3365305,0,0,0,0,0,0,1
37.409893700000005,0,0,0,0,1,0,0
37.4418306,0,0,0,0,0,1,0
37.3766329,0,0,0,0,0,1,0
37.4260545,0,1,0,0,0,0,0
37.556424799999995,0,0,0,0,1,0,0
37.444324,0,0,0,0,0,1,0
37.335266100000005,0,0,0,0,0,0,1
37.396357200000004,0,1,0,0,0,0,0
37.3782374,0,0,0,0,0,1,0
37.4354136,0,1,0,0,0,0,0
37.6306457,0,0,0,1,0,0,0
37.3794756,0,0,1,0,0,0,0
37.5104848,1,0,0,0,0,0,0
37.3375969,0,0,0,0,1,0,0
37.4522924,1,0,0,0,0,0,0
37.5640093,0,1,0,0,0,0,0
37.4798721,0,0,0,0,1,0,0
37.3783779,0,1,0,0,0,0,0
37.4514065,0,0,1,0,0,0,0
37.3862264,0,0,0,1,0,0,0
37.473611,0,1,0,0,0,0,0
37.428383200000006,0,0,0,1,0,0,0
37.439392600000005,0,0,1,0,0,0,0
37.3745622,0,1,0,0,0,0,0
37.5047311,0,0,0,1,0,0,0
37.332047100000004,0,0,0,0,0,0,1
37.332113299999996,1,0,0,0,0,0,0
37.4180133,0,0,0,1,0,0,0
37.5959966,0,1,0,0,0,0,0
37.4025765,0,0,0,1,0,0,0
37.4811735,0,0,0,1,0,0,0
37.3537902,0,0,0,1,0,0,0
37.533423600000006,0,1,0,0,0,0,0
37.44367929999999,0,0,1,0,0,0,0
37.4165071,0,0,0,0,1,0,0
37.4188812,1,0,0,0,0,0,0
37.3323379,1,0,0,0,0,0,0
37.3921494,0,1,0,0,0,0,0
37.4867588,1,0,0,0,0,0,0
37.461503,0,0,0,0,0,1,0
37.4422666,0,0,0,1,0,0,0
37.4683361,0,0,0,0,0,1,0
37.3321908,0,0,0,0,0,0,1
37.358956799999994,0,0,0,1,0,0,0
37.443515999999995,0,0,0,1,0,0,0
37.373296100000005,1,0,0,0,0,0,0
37.4912301,0,0,0,1,0,0,0
37.358194,0,0,1,0,0,0,0
37.3898004,0,0,0,0,1,0,0
37.3653164,0,0,0,0,0,1,0
37.420044299999994,0,1,0,0,0,0,0
37.596468,0,1,0,0,0,0,0
37.43590220000001,0,0,0,1,0,0,0
37.4367711,0,1,0,0,0,0,0
37.4858571,0,1,0,0,0,0,0
37.423635499999996,0,1,0,0,0,0,0
37.3861401,0,0,0,0,0,0,1
37.447852399999995,0,0,0,0,0,1,0
37.3396729,1,0,0,0,0,0,0
37.6037723,0,0,0,1,0,0,0
37.4983679,0,0,0,1,0,0,0
37.4042184,0,1,0,0,0,0,0
37.6296525,1,0,0,0,0,0,0
37.3855295,0,1,0,0,0,0,0
37.38411970000001,0,0,0,0,0,0,1
37.45385170000001,0,0,1,0,0,0,0
37.335347600000006,0,1,0,0,0,0,0
37.332163,0,0,0,0,0,0,1
37.3795845,0,0,0,1,0,0,0
37.4200376,0,0,0,1,0,0,0
37.3310519,0,1,0,0,0,0,0
37.5844941,0,0,0,0,1,0,0
37.3746687,0,0,1,0,0,0,0
37.428272,0,1,0,0,0,0,0
37.43528189999999,0,1,0,0,0,0,0
37.416438899999996,0,1,0,0,0,0,0
37.6334756,0,1,0,0,0,0,0
37.505596999999995,0,1,0,0,0,0,0
37.422264500000004,0,1,0,0,0,0,0
37.329187899999994,0,1,0,0,0,0,0
37.497364399999995,0,0,0,1,0,0,0
37.4497631,0,0,0,1,0,0,0
37.4448158,0,0,0,1,0,0,0
37.4270115,0,0,0,0,1,0,0
37.634352500000006,0,0,0,0,1,0,0
37.444601,0,1,0,0,0,0,0
37.4383684,0,1,0,0,0,0,0
37.3352572,0,0,0,0,0,0,1
37.3915954,0,0,0,0,0,0,1
37.634227,0,1,0,0,0,0,0
37.336977600000004,0,0,0,0,0,0,1
37.4392035,0,0,0,0,0,1,0
37.3706768,0,0,0,1,0,0,0
37.6337414,0,1,0,0,0,0,0
37.4352612,0,0,1,0,0,0,0
37.446726500000004,0,0,0,0,0,1,0
37.334090100000004,0,1,0,0,0,0,0
37.585373499999996,0,0,0,1,0,0,0
37.3364816,0,0,0,0,0,0,1
37.368811,0,0,0,0,0,1,0
37.4445533,0,1,0,0,0,0,0
37.3523868,0,0,0,0,0,1,0
37.331944799999995,0,0,0,0,0,0,1
37.378387599999996,0,1,0,0,0,0,0
37.4465839,0,0,0,1,0,0,0
37.4443104,0,0,0,1,0,0,0
37.4832434,0,1,0,0,0,0,0
37.4750219,0,1,0,0,0,0,0
37.5327585,0,0,0,0,1,0,0
37.423888500000004,1,0,0,0,0,0,0
37.387653799999995,0,0,0,0,0,0,1
37.444457299999996,0,1,0,0,0,0,0
37.351448,0,1,0,0,0,0,0
37.5292961,0,1,0,0,0,0,0
37.3596593,0,0,0,0,1,0,0
37.3685756,0,0,0,1,0,0,0
37.394168900000004,0,0,0,0,0,0,1
37.484957200000004,0,1,0,0,0,0,0
37.413262599999996,0,0,0,0,1,0,0
37.4492328,0,1,0,0,0,0,0
37.52496179999999,0,0,0,1,0,0,0
37.625978499999995,0,0,0,1,0,0,0
37.611268100000004,0,1,0,0,0,0,0
37.421282899999994,1,0,0,0,0,0,0
37.352230299999995,1,0,0,0,0,0,0
37.4386336,0,1,0,0,0,0,0
37.412253799999995,0,0,0,1,0,0,0
37.3941928,0,1,0,0,0,0,0
37.382723299999995,0,1,0,0,0,0,0
37.473128499999994,0,1,0,0,0,0,0
37.3303366,0,0,0,0,0,0,1
37.3827402,0,0,0,0,0,1,0
37.4248227,0,0,0,1,0,0,0
37.5704779,1,0,0,0,0,0,0
37.3584599,1,0,0,0,0,0,0
37.382727200000005,0,0,0,0,0,0,1
37.504273600000005,0,1,0,0,0,0,0
37.4519508,0,0,0,0,0,1,0
37.3571222,1,0,0,0,0,0,0
37.4142457,0,1,0,0,0,0,0
37.6330415,0,0,0,1,0,0,0
37.3367707,0,1,0,0,0,0,0
37.4282798,0,1,0,0,0,0,0
37.429689,0,1,0,0,0,0,0
37.4438479,0,0,0,1,0,0,0
37.5166121,0,1,0,0,0,0,0
37.3582266,1,0,0,0,0,0,0
37.6288482,0,1,0,0,0,0,0
37.3561804,0,0,0,0,0,1,0
37.443589,0,0,0,0,0,1,0
37.4199636,0,1,0,0,0,0,0
37.444020200000004,0,1,0,0,0,0,0
37.387101,0,0,0,0,0,1,0
37.3456157,0,1,0,0,0,0,0
37.624692100000004,1,0,0,0,0,0,0
37.329805799999995,0,0,0,1,0,0,0
37.3875437,1,0,0,0,0,0,0
37.480171899999995,0,1,0,0,0,0,0
37.4439166,0,1,0,0,0,0,0
37.328612,0,1,0,0,0,0,0
37.4875526,0,1,0,0,0,0,0
37.5003008,0,0,0,1,0,0,0
37.371567,0,0,0,1,0,0,0
37.3296578,0,1,0,0,0,0,0
37.4197245,0,0,0,1,0,0,0
37.4549335,0,0,0,1,0,0,0
37.436875,0,0,0,1,0,0,0
37.371809899999995,0,0,0,1,0,0,0
37.4568333,0,1,0,0,0,0,0
37.3523739,0,0,0,0,0,1,0
37.6272201,0,1,0,0,0,0,0
37.3886032,0,1,0,0,0,0,0
37.357122499999996,0,1,0,0,0,0,0
37.4263644,1,0,0,0,0,0,0
37.377226,0,0,0,1,0,0,0
37.4243533,0,0,0,0,0,1,0
37.6195763,0,1,0,0,0,0,0
37.4422339,0,0,0,0,0,1,0
37.4666254,1,0,0,0,0,0,0
37.36805,0,0,0,0,0,1,0
37.3909484,0,0,0,0,0,1,0
37.3577912,1,0,0,0,0,0,0
37.395101600000004,0,0,0,0,0,1,0
37.3301164,0,0,0,0,0,0,1
37.43221320000001,0,1,0,0,0,0,0
37.4432949,0,1,0,0,0,0,0
37.386796000000004,0,1,0,0,0,0,0
37.3448091,0,1,0,0,0,0,0
37.346681700000005,0,1,0,0,0,0,0
37.381589399999996,0,1,0,0,0,0,0
37.3521564,0,0,0,1,0,0,0
37.3950783,0,1,0,0,0,0,0
37.3950446,0,1,0,0,0,0,0
37.4149532,0,1,0,0,0,0,0
37.3877371,0,0,0,0,0,1,0
37.338185100000004,0,1,0,0,0,0,0
37.3558761,0,0,0,0,1,0,0
37.3336099,0,1,0,0,0,0,0
37.423076,0,0,0,1,0,0,0
37.600898799999996,0,0,0,1,0,0,0
37.43657329999999,0,0,0,1,0,0,0
37.52228579999999,0,0,0,1,0,0,0
37.352664399999995,0,0,0,1,0,0,0
37.483039500000004,0,1,0,0,0,0,0
37.335506,0,0,0,0,0,0,1
37.331740100000005,0,1,0,0,0,0,0
37.4433706,0,0,1,0,0,0,0
37.420632399999995,0,0,0,0,0,1,0
37.5250025,0,0,0,0,1,0,0
37.36197620000001,0,1,0,0,0,0,0
37.336954999999996,0,0,0,0,0,0,1
37.3846099,0,0,0,0,0,0,1
37.443980200000006,0,0,0,0,0,1,0
37.3880938,0,0,0,1,0,0,0
37.352171500000004,1,0,0,0,0,0,0
37.4221223,0,1,0,0,0,0,0
37.495826,0,0,0,1,0,0,0
37.336141299999994,0,1,0,0,0,0,0
37.415819299999995,0,0,0,1,0,0,0
37.3684028,0,0,0,0,0,1,0
37.35962620000001,1,0,0,0,0,0,0
37.4947654,0,1,0,0,0,0,0
37.4425752,0,0,0,1,0,0,0
37.5871076,1,0,0,0,0,0,0
37.379484399999996,0,0,0,1,0,0,0
37.354691700000004,0,1,0,0,0,0,0
37.5457725,0,1,0,0,0,0,0
37.6297153,0,1,0,0,0,0,0
37.627689600000004,0,0,0,1,0,0,0
37.4499526,0,1,0,0,0,0,0
37.570130400000004,0,0,0,0,1,0,0
37.4197729,0,0,0,0,0,0,1
37.3298633,0,0,0,0,0,0,1
37.4435439,0,0,0,0,0,1,0
37.423232399999996,0,1,0,0,0,0,0
37.3313271,0,0,0,0,0,0,1
37.391369899999994,0,0,0,0,1,0,0
37.458765899999996,0,0,0,1,0,0,0
37.414573600000004,0,0,0,0,1,0,0
37.4544742,0,1,0,0,0,0,0
37.373998900000004,1,0,0,0,0,0,0
37.4568966,0,0,0,1,0,0,0
37.45498189999999,0,0,1,0,0,0,0
37.4495749,0,0,1,0,0,0,0
37.4293849,0,1,0,0,0,0,0
37.334953600000006,0,1,0,0,0,0,0
37.359931200000005,0,1,0,0,0,0,0
37.4439139,0,0,0,1,0,0,0
37.414908600000004,0,0,0,1,0,0,0
37.329185200000005,0,1,0,0,0,0,0
