lngDeg_current,Mi8,Pixel4,Pixel4Modded,Pixel4XL,Pixel4XLModded,Pixel5,SamsungS20Ultra
-122.07201609999998,0,0,0,1,0,0,0
-122.32747830000001,0,0,0,1,0,0,0
-121.88899380000001,0,0,0,0,0,0,1
-122.16590249999999,0,1,0,0,0,0,0
-122.12238159999998,0,1,0,0,0,0,0
-122.4286862,1,0,0,0,0,0,0
-122.3531993,0,0,0,0,1,0,0
-122.09213270000001,0,0,0,1,0,0,0
-122.35545649999999,0,0,0,1,0,0,0
-122.24524550000001,0,0,0,1,0,0,0
-122.09978840000001,0,0,0,0,0,1,0
-121.8978167,0,1,0,0,0,0,0
-122.06890619999999,0,0,0,1,0,0,0
-122.2598763,0,0,0,0,0,1,0
-121.884813,0,0,0,0,0,0,1
-122.08871359999999,0,1,0,0,0,0,0
-122.3679455,1,0,0,0,0,0,0
-122.0993979,0,0,0,0,0,0,1
-122.4024459,0,0,0,1,0,0,0
-122.0602722,1,0,0,0,0,0,0
-122.0947105,0,0,1,0,0,0,0
-122.2358178,0,0,0,0,0,1,0
-122.2883078,0,0,0,1,0,0,0
-122.0709767,1,0,0,0,0,0,0
-122.2488139,0,0,0,1,0,0,0
-122.0076489,0,0,0,0,0,0,1
-122.1195874,1,0,0,0,0,0,0
-122.2639873,0,1,0,0,0,0,0
-122.29860990000002,0,0,0,1,0,0,0
-122.0248476,0,0,0,0,0,0,1
-122.39949070000002,0,1,0,0,0,0,0
-122.078197,0,0,0,0,1,0,0
-122.38773529999999,0,1,0,0,0,0,0
-122.16353570000001,0,0,0,0,1,0,0
-122.1057771,0,1,0,0,0,0,0
-122.0597608,0,0,0,1,0,0,0
-122.12998999999999,0,0,0,0,1,0,0
-122.0767397,0,0,0,1,0,0,0
-122.0411846,0,0,0,1,0,0,0
-122.1257595,0,1,0,0,0,0,0
-121.88654170000001,0,1,0,0,0,0,0
-122.0286601,0,0,0,0,0,0,1
-122.09087020000001,0,1,0,0,0,0,0
-122.066193,0,1,0,0,0,0,0
-122.2569962,0,1,0,0,0,0,0
-122.0778294,0,1,0,0,0,0,0
-122.29267379999999,0,1,0,0,0,0,0
-122.06137269999999,0,0,0,1,0,0,0
-122.29900420000001,0,1,0,0,0,0,0
-121.8887405,0,1,0,0,0,0,0
-122.09869009999998,0,1,0,0,0,0,0
-122.2579463,0,0,0,0,0,1,0
-122.02055759999999,0,0,0,1,0,0,0
-122.2939638,0,0,0,1,0,0,0
-122.1242675,0,0,1,0,0,0,0
-122.42704209999998,1,0,0,0,0,0,0
-122.0691021,0,0,0,1,0,0,0
-122.1102342,0,0,0,1,0,0,0
-122.42625859999998,0,1,0,0,0,0,0
-122.07211299999999,0,0,0,0,0,1,0
-122.40030290000001,0,0,0,1,0,0,0
-122.08445890000002,0,0,0,1,0,0,0
-122.2328638,0,0,1,0,0,0,0
-122.2466451,0,0,0,1,0,0,0
-122.2445856,0,0,0,1,0,0,0
-122.11921840000001,0,0,0,0,0,0,1
-122.06422749999999,0,1,0,0,0,0,0
-122.42032340000002,1,0,0,0,0,0,0
-122.1029496,0,0,0,0,0,0,1
-122.25543359999999,0,0,0,1,0,0,0
-122.0827163,0,0,0,0,1,0,0
-122.3331812,0,0,0,1,0,0,0
-122.063732,0,1,0,0,0,0,0
-122.35809009999998,0,1,0,0,0,0,0
-122.08197620000001,0,1,0,0,0,0,0
-121.8905081,0,0,0,0,0,0,1
-122.3835146,0,1,0,0,0,0,0
-122.0319883,0,0,0,0,0,0,1
-122.00534640000002,0,0,0,0,0,0,1
-121.8978193,0,1,0,0,0,0,0
-121.8885615,0,1,0,0,0,0,0
-122.10517560000001,1,0,0,0,0,0,0
-122.3837797,0,0,0,1,0,0,0
-122.06565659999998,0,1,0,0,0,0,0
-122.2901777,0,0,1,0,0,0,0
-122.06729080000001,0,0,0,1,0,0,0
-122.0817852,0,1,0,0,0,0,0
-122.25411399999999,0,1,0,0,0,0,0
-122.23673390000002,0,0,0,1,0,0,0
-122.2643563,0,1,0,0,0,0,0
-122.0152227,0,0,0,1,0,0,0
-122.0628402,0,0,0,1,0,0,0
-122.00527279999999,0,0,0,1,0,0,0
-121.9995124,0,0,0,0,0,0,1
-122.11586820000001,0,1,0,0,0,0,0
-121.892707,0,0,0,0,0,0,1
-121.8978315,0,1,0,0,0,0,0
-122.3371159,0,1,0,0,0,0,0
-122.07376399999998,0,1,0,0,0,0,0
-122.24286969999999,0,0,0,1,0,0,0
-122.06789270000002,0,1,0,0,0,0,0
-121.9972081,0,0,0,0,0,1,0
-122.34672759999998,0,0,0,1,0,0,0
-122.2986179,1,0,0,0,0,0,0
-122.2713354,0,0,0,0,1,0,0
-122.15022040000001,0,0,0,1,0,0,0
-122.3577361,0,0,0,1,0,0,0
-122.29426640000001,0,0,0,1,0,0,0
-122.08006100000001,0,0,0,0,1,0,0
-122.0921476,0,0,0,1,0,0,0
-122.0601707,0,0,0,1,0,0,0
-121.88294979999999,0,1,0,0,0,0,0
-122.26211540000001,0,0,0,0,0,1,0
-122.2633203,0,0,0,1,0,0,0
-122.251318,0,0,0,1,0,0,0
-121.8880642,0,1,0,0,0,0,0
-122.07660179999999,0,0,0,0,0,0,1
-122.0604847,0,1,0,0,0,0,0
-121.88450359999999,0,1,0,0,0,0,0
-122.24450060000001,0,0,0,0,0,1,0
-121.98695729999999,0,0,0,0,0,1,0
-122.0977345,0,0,0,0,0,1,0
-122.0941481,0,0,0,0,1,0,0
-122.0761459,0,0,0,0,0,1,0
-122.25241969999999,0,0,0,0,0,1,0
-122.24264950000001,1,0,0,0,0,0,0
-122.07992879999999,0,0,0,0,0,1,0
-122.0763511,0,1,0,0,0,0,0
-122.2390225,0,0,1,0,0,0,0
-122.3523848,1,0,0,0,0,0,0
-122.2904078,0,1,0,0,0,0,0
-122.10155359999999,0,0,0,1,0,0,0
-122.07390359999998,0,0,0,1,0,0,0
-121.88533590000002,0,1,0,0,0,0,0
-122.24182169999999,0,1,0,0,0,0,0
-122.0991207,0,1,0,0,0,0,0
-121.88665879999999,0,1,0,0,0,0,0
-122.1548206,0,0,0,1,0,0,0
-122.2329288,0,1,0,0,0,0,0
-121.8885872,0,0,0,0,0,0,1
-122.07629240000001,0,1,0,0,0,0,0
-122.07193459999999,0,0,0,1,0,0,0
-122.29057659999998,0,0,0,1,0,0,0
-122.37585990000002,0,1,0,0,0,0,0
-122.19301709999999,1,0,0,0,0,0,0
-122.2723628,0,1,0,0,0,0,0
-122.21068159999999,0,0,0,1,0,0,0
-122.29062090000001,0,0,1,0,0,0,0
-122.4283479,0,1,0,0,0,0,0
-122.36445570000001,0,0,0,1,0,0,0
-122.1526084,0,1,0,0,0,0,0
-122.28205179999999,0,0,0,1,0,0,0
-122.3427022,0,1,0,0,0,0,0
-122.0953077,0,1,0,0,0,0,0
-122.37238190000001,0,0,0,1,0,0,0
-122.26070349999999,0,1,0,0,0,0,0
-122.2855625,0,0,0,1,0,0,0
-122.06283619999999,0,1,0,0,0,0,0
-122.0782858,0,0,0,1,0,0,0
-121.8836889,0,1,0,0,0,0,0
-122.01758400000001,1,0,0,0,0,0,0
-122.04740790000001,0,0,0,1,0,0,0
-122.36098340000001,0,1,0,0,0,0,0
-122.24878229999999,0,0,0,1,0,0,0
-122.1262128,1,0,0,0,0,0,0
-122.15153059999999,1,0,0,0,0,0,0
-122.33203710000001,0,1,0,0,0,0,0
-122.4001507,0,1,0,0,0,0,0
-122.40585659999999,0,1,0,0,0,0,0
-122.24026620000001,0,0,0,0,1,0,0
-122.2371244,0,1,0,0,0,0,0
-122.4069432,0,1,0,0,0,0,0
-122.4267591,0,0,0,1,0,0,0
-122.0779811,0,0,0,0,0,0,1
-122.3140281,0,1,0,0,0,0,0
-122.4056775,0,0,0,0,1,0,0
-122.07912420000001,0,0,0,0,1,0,0
-122.1188011,0,1,0,0,0,0,0
-122.2905866,0,1,0,0,0,0,0
-122.1192004,0,0,0,0,0,0,1
-122.22730779999999,1,0,0,0,0,0,0
-122.17417569999999,1,0,0,0,0,0,0
-122.06123570000001,0,0,0,1,0,0,0
-122.07165020000001,0,0,0,0,1,0,0
-121.8864936,0,0,0,0,0,0,1
-121.8868959,0,1,0,0,0,0,0
-122.1652987,0,1,0,0,0,0,0
-121.88755800000001,0,1,0,0,0,0,0
-122.0015844,1,0,0,0,0,0,0
-121.8888848,0,0,0,0,0,0,1
-121.88651340000001,0,0,0,0,0,0,1
-122.0918513,0,0,1,0,0,0,0
-121.88959409999998,0,1,0,0,0,0,0
-122.20324240000001,0,1,0,0,0,0,0
-122.2751399,0,0,0,0,0,1,0
-122.2095727,0,1,0,0,0,0,0
-122.2054244,0,1,0,0,0,0,0
-122.1145338,0,0,1,0,0,0,0
-122.24052809999999,0,0,0,1,0,0,0
-122.06474070000002,0,0,1,0,0,0,0
-122.07812040000002,1,0,0,0,0,0,0
-122.082876,0,1,0,0,0,0,0
-122.2326064,0,1,0,0,0,0,0
-122.23115449999999,0,0,0,1,0,0,0
-122.31507590000001,0,1,0,0,0,0,0
-121.88636559999999,0,0,0,0,0,0,1
-121.8978736,0,0,0,0,0,0,1
-121.99328349999999,1,0,0,0,0,0,0
-122.0948423,0,1,0,0,0,0,0
-122.2751095,0,1,0,0,0,0,0
-122.0594154,0,1,0,0,0,0,0
-122.2200172,0,1,0,0,0,0,0
-122.080779,0,1,0,0,0,0,0
-122.32905729999999,0,0,0,0,1,0,0
-122.2392653,0,1,0,0,0,0,0
-122.15623020000001,1,0,0,0,0,0,0
-122.341574,1,0,0,0,0,0,0
-122.01563700000001,0,0,0,1,0,0,0
-122.08966470000001,0,1,0,0,0,0,0
-122.09517079999999,1,0,0,0,0,0,0
-121.8878264,0,0,0,0,0,0,1
-122.1078556,0,1,0,0,0,0,0
-122.4109295,0,0,0,1,0,0,0
-122.06822859999998,1,0,0,0,0,0,0
-122.2788249,0,0,0,1,0,0,0
-122.0530608,0,0,0,1,0,0,0
-122.4057939,0,1,0,0,0,0,0
-121.8870676,0,1,0,0,0,0,0
-122.07216229999999,0,1,0,0,0,0,0
-122.0697638,0,1,0,0,0,0,0
-121.88967209999998,0,0,0,0,0,0,1
-122.1177544,0,1,0,0,0,0,0
-122.27693020000001,0,1,0,0,0,0,0
-122.27903159999998,0,0,0,1,0,0,0
-121.8979011,0,0,0,0,0,0,1
-122.29876589999999,0,1,0,0,0,0,0
-121.8954284,0,0,0,0,0,0,1
-122.0445951,0,0,0,0,0,0,1
-122.07052340000001,0,1,0,0,0,0,0
-122.3551062,0,0,0,1,0,0,0
-122.0482893,0,0,0,0,0,0,1
-122.1499848,1,0,0,0,0,0,0
-122.0600125,0,1,0,0,0,0,0
-122.07544140000002,0,1,0,0,0,0,0
-121.8907065,0,0,0,0,0,0,1
-121.88483240000001,0,1,0,0,0,0,0
-122.4274373,0,1,0,0,0,0,0
-122.37285130000001,0,0,0,0,1,0,0
-121.99307979999999,0,0,0,0,0,0,1
-122.287127,0,1,0,0,0,0,0
-122.04835209999999,0,0,0,0,0,1,0
-122.1037469,0,0,0,1,0,0,0
-122.2576679,0,0,1,0,0,0,0
-122.24615890000001,0,1,0,0,0,0,0
-122.29298359999999,0,1,0,0,0,0,0
-122.3006011,0,0,0,1,0,0,0
-122.04806200000002,0,0,0,0,0,0,1
-122.2607836,0,0,1,0,0,0,0
-122.2459638,0,0,0,0,0,1,0
-122.2124675,0,1,0,0,0,0,0
-122.4022318,0,0,0,0,1,0,0
-122.3020587,0,0,0,1,0,0,0
-122.3137638,0,1,0,0,0,0,0
-122.2893753,0,0,0,1,0,0,0
-122.2399362,0,0,0,1,0,0,0
-122.4274133,0,1,0,0,0,0,0
-122.42248980000001,0,1,0,0,0,0,0
-121.887188,0,0,0,0,0,0,1
-122.0824219,0,1,0,0,0,0,0
-122.3554863,0,1,0,0,0,0,0
-121.98764550000001,0,0,0,0,0,0,1
-122.10154920000001,0,1,0,0,0,0,0
-122.20638799999999,0,1,0,0,0,0,0
-122.34050159999998,0,1,0,0,0,0,0
-122.129182,0,0,0,0,0,1,0
-122.2793769,0,1,0,0,0,0,0
-122.10298119999999,0,1,0,0,0,0,0
-122.268754,0,1,0,0,0,0,0
-122.06993159999999,0,0,0,1,0,0,0
-122.10300330000001,0,1,0,0,0,0,0
-122.27292240000001,0,0,1,0,0,0,0
-122.07817109999999,0,0,0,0,1,0,0
-122.27707179999999,0,0,0,1,0,0,0
-122.07905819999999,0,1,0,0,0,0,0
-122.06989899999999,0,1,0,0,0,0,0
-121.89959740000002,0,0,0,0,0,0,1
-122.33239850000001,1,0,0,0,0,0,0
-122.21551629999999,0,0,0,1,0,0,0
-122.2578037,1,0,0,0,0,0,0
-121.88407520000001,0,0,0,0,0,0,1
-122.0800456,0,0,0,0,1,0,0
-122.2713112,0,0,0,1,0,0,0
-122.1283686,0,1,0,0,0,0,0
-122.37963859999999,0,1,0,0,0,0,0
-121.90028429999998,0,1,0,0,0,0,0
-122.2852462,0,1,0,0,0,0,0
-122.3644873,0,1,0,0,0,0,0
-122.4193967,0,0,0,0,1,0,0
-122.24801000000001,0,1,0,0,0,0,0
-122.1467645,0,0,0,1,0,0,0
-122.24334990000001,1,0,0,0,0,0,0
-122.2525361,0,0,0,0,1,0,0
-122.2476554,0,0,1,0,0,0,0
-122.2845195,0,1,0,0,0,0,0
-122.06226299999999,1,0,0,0,0,0,0
-122.18922759999998,0,1,0,0,0,0,0
-122.26232379999999,0,1,0,0,0,0,0
-121.88876409999999,0,1,0,0,0,0,0
-122.09268829999999,0,0,0,0,0,0,1
-122.1014624,0,0,0,0,0,0,1
-121.9932822,1,0,0,0,0,0,0
-122.18124240000002,1,0,0,0,0,0,0
-122.0602747,1,0,0,0,0,0,0
-122.10429979999999,0,1,0,0,0,0,0
-122.1264909,1,0,0,0,0,0,0
-122.06974550000001,1,0,0,0,0,0,0
-122.36443190000001,0,1,0,0,0,0,0
-122.0782179,1,0,0,0,0,0,0
-122.38478810000001,0,1,0,0,0,0,0
-122.35574059999999,0,0,0,0,1,0,0
-122.14837859999999,0,1,0,0,0,0,0
-122.0675574,0,0,0,1,0,0,0
-122.05974950000001,0,1,0,0,0,0,0
-122.1193572,0,1,0,0,0,0,0
-121.8905527,0,0,0,0,0,0,1
-122.0597716,0,1,0,0,0,0,0
-122.0678822,0,0,1,0,0,0,0
-122.0879699,0,0,0,0,0,1,0
-122.0838065,0,0,0,0,0,0,1
-122.2438175,0,1,0,0,0,0,0
-121.88436229999999,0,0,0,0,0,0,1
-122.24536450000001,0,1,0,0,0,0,0
-122.2995751,1,0,0,0,0,0,0
-122.18885970000001,0,1,0,0,0,0,0
-122.2327757,0,1,0,0,0,0,0
-122.0323304,0,0,0,1,0,0,0
-122.29872990000001,0,1,0,0,0,0,0
-122.2905169,0,0,0,0,0,1,0
-122.12702759999998,0,1,0,0,0,0,0
-122.0595344,0,0,0,1,0,0,0
-122.10309869999999,0,1,0,0,0,0,0
-122.1751324,0,0,0,1,0,0,0
-121.8920003,0,0,0,0,0,0,1
-122.2871538,0,1,0,0,0,0,0
-122.09513500000001,0,0,0,0,0,1,0
-122.292019,0,0,0,1,0,0,0
-122.0779372,0,0,0,1,0,0,0
-122.05916129999999,0,0,0,1,0,0,0
-122.25184229999999,0,0,0,1,0,0,0
-121.8953465,0,1,0,0,0,0,0
-121.8878182,0,0,0,0,0,0,1
-122.0927565,0,1,0,0,0,0,0
-122.0684814,0,1,0,0,0,0,0
-122.2314138,0,1,0,0,0,0,0
-122.10843359999998,0,1,0,0,0,0,0
-122.29954040000001,1,0,0,0,0,0,0
-122.4273404,0,1,0,0,0,0,0
-122.2869994,0,0,0,1,0,0,0
-122.2798793,0,0,0,1,0,0,0
-122.12016470000002,1,0,0,0,0,0,0
-122.4234152,0,0,0,1,0,0,0
-122.4159997,0,1,0,0,0,0,0
-121.899309,0,1,0,0,0,0,0
-122.19463020000002,0,0,0,1,0,0,0
-122.4023418,0,1,0,0,0,0,0
-122.1888525,0,1,0,0,0,0,0
-122.4017028,0,1,0,0,0,0,0
-122.1030071,0,0,0,0,0,0,1
-122.08847379999999,0,0,0,0,0,1,0
-122.1900645,0,0,0,1,0,0,0
-122.34914930000001,0,0,0,0,1,0,0
-122.0779399,0,1,0,0,0,0,0
-122.275659,0,1,0,0,0,0,0
-122.2216085,1,0,0,0,0,0,0
-122.27817320000001,0,0,0,1,0,0,0
-122.10144129999999,0,1,0,0,0,0,0
-122.2650272,0,0,0,1,0,0,0
-122.0635021,0,1,0,0,0,0,0
-122.3866231,0,1,0,0,0,0,0
-122.1192676,0,1,0,0,0,0,0
-122.17687820000002,0,1,0,0,0,0,0
-122.24419579999999,0,0,0,1,0,0,0
-122.1866763,0,1,0,0,0,0,0
-122.2607565,0,0,0,0,0,1,0
-122.06213249999999,0,1,0,0,0,0,0
-121.88270859999999,0,1,0,0,0,0,0
-122.07005649999999,0,1,0,0,0,0,0
-122.3047326,0,1,0,0,0,0,0
-122.09263440000001,0,0,0,0,0,0,1
-122.4042242,1,0,0,0,0,0,0
-122.0976703,0,0,0,0,0,1,0
-122.10025120000002,0,1,0,0,0,0,0
-121.9990787,0,0,0,1,0,0,0
-122.06313940000001,1,0,0,0,0,0,0
-122.06924520000001,0,1,0,0,0,0,0
-122.12862290000001,0,0,0,0,0,1,0
-122.2788223,0,0,0,1,0,0,0
-122.2028621,1,0,0,0,0,0,0
-122.3811264,0,0,0,1,0,0,0
-122.06651770000002,0,0,0,1,0,0,0
-122.09485,0,0,0,0,0,0,1
-122.2773693,0,1,0,0,0,0,0
-121.8904006,0,1,0,0,0,0,0
-122.2446662,0,0,1,0,0,0,0
-121.88685659999999,0,0,0,0,0,0,1
-122.062831,1,0,0,0,0,0,0
-122.28679029999999,0,0,0,1,0,0,0
-122.2327791,0,0,0,1,0,0,0
-122.29156280000001,0,1,0,0,0,0,0
-122.0699254,0,1,0,0,0,0,0
-122.2928625,0,0,0,1,0,0,0
-122.419643,0,1,0,0,0,0,0
-122.0836301,0,0,0,1,0,0,0
-122.3307693,1,0,0,0,0,0,0
-122.2832341,0,0,1,0,0,0,0
-122.14781370000001,0,1,0,0,0,0,0
-122.10110049999999,0,1,0,0,0,0,0
-122.4233672,1,0,0,0,0,0,0
-122.1168646,0,0,0,0,0,1,0
-122.2715821,0,0,0,1,0,0,0
-122.06650359999999,0,0,0,1,0,0,0
-122.0869696,0,0,0,0,0,1,0
-122.364392,0,1,0,0,0,0,0
-122.2324072,0,0,1,0,0,0,0
-122.1109221,0,1,0,0,0,0,0
-122.0877058,0,0,0,0,0,1,0
-121.8838252,0,0,0,0,0,0,1
-122.26250049999999,0,0,0,1,0,0,0
-121.8901116,0,1,0,0,0,0,0
-122.2922217,0,0,0,1,0,0,0
-122.1024331,0,0,0,0,0,0,1
-122.06031010000001,0,0,1,0,0,0,0
-121.8904715,0,0,0,0,0,0,1
-121.88884440000001,0,1,0,0,0,0,0
-121.8883166,0,0,0,0,0,0,1
-122.2327341,0,0,1,0,0,0,0
-122.0824196,0,0,0,1,0,0,0
-122.0780618,0,0,0,0,1,0,0
-122.1534983,0,0,0,0,1,0,0
-122.2697582,1,0,0,0,0,0,0
-122.03177520000001,0,0,0,0,0,1,0
-122.0699315,0,0,0,1,0,0,0
-122.104492,0,0,1,0,0,0,0
-122.2713395,0,1,0,0,0,0,0
-121.8936844,0,1,0,0,0,0,0
-122.1264092,0,1,0,0,0,0,0
-122.401789,0,0,0,1,0,0,0
-122.16351940000001,0,0,0,1,0,0,0
-122.1113805,0,1,0,0,0,0,0
-122.2596297,0,0,0,1,0,0,0
-122.29099609999999,0,1,0,0,0,0,0
-122.42540100000001,0,1,0,0,0,0,0
-122.08189850000001,0,0,0,0,1,0,0
-122.0614331,0,1,0,0,0,0,0
-122.1469773,0,1,0,0,0,0,0
-122.06804890000001,0,1,0,0,0,0,0
-122.4277061,0,0,0,1,0,0,0
-121.9002112,0,0,0,0,0,0,1
-122.09191899999999,0,0,0,0,0,0,1
-122.0781642,0,1,0,0,0,0,0
-122.29466289999999,0,1,0,0,0,0,0
-122.1412679,0,0,0,0,1,0,0
-122.06993490000002,0,1,0,0,0,0,0
-121.88956770000001,0,0,0,0,0,0,1
-122.10143319999999,0,1,0,0,0,0,0
-122.36063390000001,0,0,0,0,1,0,0
-122.10982320000001,0,0,0,1,0,0,0
-122.05093670000001,0,0,0,1,0,0,0
-121.8837749,0,0,0,0,0,0,1
-122.1032027,0,0,0,0,0,0,1
-121.8891659,0,1,0,0,0,0,0
-122.1461338,0,0,0,1,0,0,0
-121.89783390000001,0,0,0,0,0,0,1
-122.16348889999999,0,1,0,0,0,0,0
-122.0781063,0,0,0,1,0,0,0
-122.16546310000001,0,0,0,0,1,0,0
-122.1569101,0,0,0,0,1,0,0
-122.2663233,0,1,0,0,0,0,0
-122.4222347,0,1,0,0,0,0,0
-122.42152790000002,0,1,0,0,0,0,0
-122.26972479999999,0,1,0,0,0,0,0
-122.1274038,0,0,0,1,0,0,0
-122.36441049999999,0,1,0,0,0,0,0
-122.1243725,0,0,0,0,0,0,1
-122.06280790000001,1,0,0,0,0,0,0
-122.06243490000001,0,1,0,0,0,0,0
-122.2438753,0,0,1,0,0,0,0
-121.88751210000001,0,0,0,0,0,0,1
-121.8888291,0,0,0,0,0,0,1
-121.8832117,0,0,0,0,0,0,1
-122.23942690000001,0,0,0,0,1,0,0
-122.09075990000002,0,0,1,0,0,0,0
-122.1381487,0,0,0,1,0,0,0
-122.2426078,0,1,0,0,0,0,0
-122.0882623,0,1,0,0,0,0,0
-122.1527467,0,0,0,1,0,0,0
-122.07713319999999,0,0,0,0,0,1,0
-122.04798670000001,0,0,0,0,0,0,1
-122.0918264,0,1,0,0,0,0,0
-122.3644784,0,1,0,0,0,0,0
-122.418098,0,0,0,1,0,0,0
-121.89705719999999,0,1,0,0,0,0,0
-121.89781289999999,0,1,0,0,0,0,0
-122.317651,0,0,0,1,0,0,0
-122.0590527,0,0,0,1,0,0,0
-122.2918368,0,0,0,0,0,1,0
-122.06758909999998,0,1,0,0,0,0,0
-121.8978355,0,1,0,0,0,0,0
-122.3140695,0,0,0,1,0,0,0
-122.10039499999999,0,0,1,0,0,0,0
-122.10649270000002,0,0,0,1,0,0,0
-122.05977649999998,0,1,0,0,0,0,0
-121.8827303,0,1,0,0,0,0,0
-122.42406329999999,0,1,0,0,0,0,0
-122.24324170000001,0,0,0,1,0,0,0
-122.1911818,0,1,0,0,0,0,0
-122.2412142,0,0,0,1,0,0,0
-122.2327152,0,0,0,0,0,1,0
-122.20325600000001,0,0,0,1,0,0,0
-122.1371098,0,1,0,0,0,0,0
-122.0627957,0,1,0,0,0,0,0
-122.2458304,0,0,0,1,0,0,0
-122.1964493,0,0,0,1,0,0,0
-122.123907,0,1,0,0,0,0,0
-122.1437638,0,1,0,0,0,0,0
-121.8830104,0,0,0,0,0,0,1
-121.8945252,0,0,0,0,0,0,1
-122.3031304,0,1,0,0,0,0,0
-121.8862453,0,1,0,0,0,0,0
-121.8875019,0,1,0,0,0,0,0
-122.21652140000002,0,1,0,0,0,0,0
-122.1029202,0,0,0,0,0,0,1
-122.06274180000001,0,0,0,1,0,0,0
-122.275981,0,0,0,0,0,1,0
-122.25987659999998,0,0,0,1,0,0,0
-122.1031013,0,1,0,0,0,0,0
-122.33170420000002,0,0,0,1,0,0,0
-122.13385590000001,1,0,0,0,0,0,0
-122.0938238,0,1,0,0,0,0,0
-121.9932863,0,0,0,0,0,1,0
-122.061264,0,1,0,0,0,0,0
-121.8882945,0,0,0,0,0,0,1
-122.31056370000002,0,1,0,0,0,0,0
-121.89881059999999,0,1,0,0,0,0,0
-122.09659909999999,1,0,0,0,0,0,0
-122.2609098,0,0,0,1,0,0,0
-122.06980320000001,0,1,0,0,0,0,0
-122.08241509999998,0,0,0,0,0,1,0
-122.02480870000001,0,0,0,1,0,0,0
-122.14232630000001,0,1,0,0,0,0,0
-122.09201570000002,0,0,0,0,0,1,0
-122.20418390000002,0,1,0,0,0,0,0
-122.25720700000001,0,0,0,1,0,0,0
-122.26011609999999,0,1,0,0,0,0,0
-122.32314740000001,0,1,0,0,0,0,0
-122.1461378,0,1,0,0,0,0,0
-122.10296480000001,0,0,0,0,0,1,0
-122.0624642,0,0,0,1,0,0,0
-122.008325,0,0,0,1,0,0,0
-122.0700006,0,0,0,1,0,0,0
-122.0700513,1,0,0,0,0,0,0
-122.0002959,0,0,0,0,0,0,1
-122.1723145,0,1,0,0,0,0,0
-122.4273666,0,1,0,0,0,0,0
-122.33945109999999,0,1,0,0,0,0,0
-122.4249499,0,1,0,0,0,0,0
-122.2507837,0,0,0,1,0,0,0
-122.41521740000002,0,1,0,0,0,0,0
-122.321549,0,1,0,0,0,0,0
-122.0779071,0,1,0,0,0,0,0
-122.0574328,0,0,0,1,0,0,0
-122.0911337,1,0,0,0,0,0,0
-122.0241011,0,0,0,1,0,0,0
-122.09138590000002,0,0,0,0,0,1,0
-122.0934124,0,0,0,0,0,1,0
-122.3310511,1,0,0,0,0,0,0
-122.07780090000001,0,1,0,0,0,0,0
-121.8978683,0,0,0,0,0,0,1
