lngDeg_current,Mi8,Pixel4,Pixel4Modded,Pixel4XL,Pixel4XLModded,Pixel5,SamsungS20Ultra
-122.2725324,0,1,0,0,0,0,0
-122.11360359999999,0,0,0,0,0,1,0
-122.356654,0,0,0,0,1,0,0
-122.11934879999998,0,0,1,0,0,0,0
-122.276845,0,0,0,1,0,0,0
-122.26110290000001,0,0,0,0,1,0,0
-122.38947140000002,0,0,0,0,1,0,0
-122.2653551,0,1,0,0,0,0,0
-122.05214869999999,0,0,0,1,0,0,0
-122.33357240000002,0,0,0,1,0,0,0
-121.9930611,0,0,0,0,0,0,1
-121.9001804,0,0,0,0,0,0,1
-122.41858570000001,0,0,0,1,0,0,0
-122.0719493,0,0,0,0,1,0,0
-122.28845859999998,0,0,0,1,0,0,0
-122.0948017,0,1,0,0,0,0,0
-121.88626200000002,0,0,0,0,0,0,1
-122.18168929999999,0,0,0,1,0,0,0
-121.8852375,0,1,0,0,0,0,0
-122.39977649999999,0,1,0,0,0,0,0
-122.0751379,0,1,0,0,0,0,0
-122.09801399999999,0,1,0,0,0,0,0
-122.2345245,0,0,0,0,0,1,0
-122.0641912,0,0,0,1,0,0,0
-122.2573986,0,0,1,0,0,0,0
-122.1000973,0,1,0,0,0,0,0
-122.34027890000002,0,1,0,0,0,0,0
-122.2877642,0,1,0,0,0,0,0
-122.27741599999999,0,0,0,0,0,1,0
-122.0602287,0,0,0,1,0,0,0
-122.24636159999999,0,1,0,0,0,0,0
-122.3258067,0,1,0,0,0,0,0
-122.4195,0,1,0,0,0,0,0
-122.07987879999999,0,0,0,1,0,0,0
-122.0145345,0,0,0,0,0,1,0
-121.88439950000001,0,1,0,0,0,0,0
-121.8900132,0,1,0,0,0,0,0
-122.2592876,0,0,1,0,0,0,0
-122.2629864,1,0,0,0,0,0,0
-122.0697501,0,1,0,0,0,0,0
-121.8866023,0,0,0,0,0,0,1
-122.2864608,0,0,1,0,0,0,0
-121.8835779,0,1,0,0,0,0,0
-122.0777882,0,1,0,0,0,0,0
-121.89452240000001,0,0,0,0,0,0,1
-122.29967260000001,0,1,0,0,0,0,0
-122.06030890000001,0,1,0,0,0,0,0
-122.29954529999999,0,0,0,1,0,0,0
-122.41929040000001,0,1,0,0,0,0,0
-121.885977,0,0,0,0,0,0,1
-122.06249070000001,0,0,0,1,0,0,0
-122.1430312,0,1,0,0,0,0,0
-122.0630759,0,0,0,0,0,1,0
-122.01843829999999,0,0,0,1,0,0,0
-122.08996100000002,0,0,0,0,0,0,1
-122.0780213,0,1,0,0,0,0,0
-122.0946114,0,1,0,0,0,0,0
-122.38599070000001,0,1,0,0,0,0,0
-122.2363107,0,0,0,1,0,0,0
-122.23517509999999,0,0,0,0,0,1,0
-121.8901012,0,0,0,0,0,0,1
-122.06992659999999,0,1,0,0,0,0,0
-122.29084329999999,0,0,0,1,0,0,0
-121.8889375,0,1,0,0,0,0,0
-122.0634442,0,1,0,0,0,0,0
-122.3912147,0,1,0,0,0,0,0
-122.0634,0,1,0,0,0,0,0
-122.315823,0,1,0,0,0,0,0
-122.17939369999999,0,1,0,0,0,0,0
-122.4010074,1,0,0,0,0,0,0
-122.09351170000001,1,0,0,0,0,0,0
-122.24011540000001,0,1,0,0,0,0,0
-122.2919008,0,0,1,0,0,0,0
-122.1102058,0,1,0,0,0,0,0
-122.08884450000001,0,1,0,0,0,0,0
-122.23475390000002,0,0,1,0,0,0,0
-122.2681232,0,1,0,0,0,0,0
-122.35298020000002,0,1,0,0,0,0,0
-122.0688611,0,0,0,1,0,0,0
-122.0976122,0,0,1,0,0,0,0
-122.06131429999999,0,0,1,0,0,0,0
-122.35690790000001,0,0,0,1,0,0,0
-122.2183106,0,0,0,0,1,0,0
-122.0650186,0,0,1,0,0,0,0
-122.19093159999998,1,0,0,0,0,0,0
-122.08826210000001,0,0,0,1,0,0,0
-122.24248390000001,0,0,0,1,0,0,0
-122.07805359999999,0,0,0,0,0,0,1
-122.08988470000001,0,0,0,0,0,1,0
-121.8901874,0,0,0,0,0,0,1
-122.2363706,0,0,0,1,0,0,0
-121.8882699,0,1,0,0,0,0,0
-122.08769,0,1,0,0,0,0,0
-122.23978829999999,0,0,0,1,0,0,0
-122.05921000000001,0,1,0,0,0,0,0
-122.24313049999999,0,1,0,0,0,0,0
-122.10297820000001,0,0,0,0,0,0,1
-122.32515049999999,0,0,0,1,0,0,0
-122.24432040000002,0,1,0,0,0,0,0
-122.22096709999998,1,0,0,0,0,0,0
-122.2938348,0,0,0,1,0,0,0
-122.0628463,0,0,0,1,0,0,0
-122.2761347,0,0,0,0,0,1,0
-122.2450133,0,1,0,0,0,0,0
-122.0677315,1,0,0,0,0,0,0
-122.11615630000001,0,1,0,0,0,0,0
-122.10224579999999,0,1,0,0,0,0,0
-122.06032859999999,0,0,0,0,0,1,0
-122.08416709999999,0,0,0,0,0,1,0
-121.9003886,0,0,0,0,0,0,1
-121.8896436,0,0,0,0,0,0,1
-122.242607,0,0,0,1,0,0,0
-122.3012832,0,0,0,1,0,0,0
-122.32685020000001,0,0,0,0,1,0,0
-122.04800759999999,0,0,0,1,0,0,0
-122.1878986,0,1,0,0,0,0,0
-121.89938870000002,0,0,0,0,0,0,1
-122.0781726,0,0,0,0,1,0,0
-122.1030199,0,0,0,0,0,0,1
-122.27711570000001,0,1,0,0,0,0,0
-122.07668629999999,0,0,0,0,0,1,0
-122.39601499999999,0,1,0,0,0,0,0
-122.06004250000001,0,0,0,1,0,0,0
-122.3538767,0,0,0,1,0,0,0
-122.36447849999999,0,0,0,1,0,0,0
-121.8919223,0,1,0,0,0,0,0
-122.2163058,0,0,0,1,0,0,0
-122.0799203,0,1,0,0,0,0,0
-122.10204080000001,0,0,0,0,0,0,1
-122.0777206,0,1,0,0,0,0,0
-122.34835759999999,0,1,0,0,0,0,0
-122.08140970000001,0,0,0,0,0,0,1
-121.88959579999998,0,0,0,0,0,0,1
-122.24329240000002,0,0,0,0,0,1,0
-122.06262209999998,1,0,0,0,0,0,0
-122.0918621,0,1,0,0,0,0,0
-122.0874885,0,0,0,0,0,1,0
-122.07830179999999,0,0,0,1,0,0,0
-121.8879783,0,0,0,0,0,0,1
-122.1321267,0,1,0,0,0,0,0
-122.2324784,0,0,1,0,0,0,0
-122.4182267,0,1,0,0,0,0,0
-122.3579503,0,0,0,1,0,0,0
-122.14320759999998,0,1,0,0,0,0,0
-122.00574080000001,0,0,0,1,0,0,0
-122.07611570000002,0,1,0,0,0,0,0
-122.09345079999999,0,0,0,0,0,1,0
-122.22196609999999,1,0,0,0,0,0,0
-122.13969080000001,0,1,0,0,0,0,0
-122.4007748,0,1,0,0,0,0,0
-122.0796223,0,0,0,1,0,0,0
-122.40831259999999,0,1,0,0,0,0,0
-121.89017150000001,0,0,0,0,0,0,1
-122.09457450000001,0,1,0,0,0,0,0
-122.27697140000002,0,0,0,1,0,0,0
-122.30759099999999,0,0,0,1,0,0,0
-122.07818400000001,1,0,0,0,0,0,0
-122.27127379999999,0,1,0,0,0,0,0
-121.89929790000001,0,1,0,0,0,0,0
-122.087225,0,0,0,0,1,0,0
-122.2663318,0,0,0,0,0,1,0
-122.0683044,0,1,0,0,0,0,0
-122.27330359999999,0,1,0,0,0,0,0
-122.42314429999999,1,0,0,0,0,0,0
-122.4183771,0,0,0,1,0,0,0
-122.09448940000001,0,0,0,0,0,1,0
-122.1800875,0,0,0,1,0,0,0
-122.1086129,0,0,0,0,0,1,0
-122.18268590000002,0,0,0,0,1,0,0
-122.2580105,0,0,0,0,0,1,0
-122.36375079999999,0,1,0,0,0,0,0
-122.119547,0,0,0,0,1,0,0
-122.2798105,0,0,0,1,0,0,0
-122.17328130000001,0,1,0,0,0,0,0
-122.20449070000001,0,1,0,0,0,0,0
-122.26160729999998,0,0,0,0,0,1,0
-122.0867919,0,1,0,0,0,0,0
-122.0681019,0,0,0,1,0,0,0
-122.0671926,0,1,0,0,0,0,0
-121.8980443,0,1,0,0,0,0,0
-122.06303770000001,0,1,0,0,0,0,0
-122.0685368,0,0,0,0,1,0,0
-122.425367,0,1,0,0,0,0,0
-122.1187578,1,0,0,0,0,0,0
-122.2389376,0,1,0,0,0,0,0
-121.88784220000001,0,1,0,0,0,0,0
-122.2954059,0,1,0,0,0,0,0
-122.1082159,0,0,0,0,0,0,1
-122.06132849999999,0,1,0,0,0,0,0
-122.33547250000001,0,0,0,0,1,0,0
-122.0614568,0,0,0,1,0,0,0
-122.07165859999999,0,1,0,0,0,0,0
-122.31903090000002,0,1,0,0,0,0,0
-122.04116289999999,0,0,0,1,0,0,0
-122.07253419999999,0,1,0,0,0,0,0
-122.36050959999999,0,1,0,0,0,0,0
-122.0262584,0,0,0,0,0,0,1
-122.0922815,0,0,0,1,0,0,0
-122.0679729,0,0,0,0,0,1,0
-122.232547,0,1,0,0,0,0,0
-122.0950638,0,0,0,0,0,1,0
-122.14261040000001,1,0,0,0,0,0,0
-122.29841979999999,0,0,0,1,0,0,0
-122.1778956,1,0,0,0,0,0,0
-122.0914652,0,1,0,0,0,0,0
-122.0779477,0,0,0,1,0,0,0
-122.09123229999999,0,1,0,0,0,0,0
-122.00357269999999,0,0,0,0,0,0,1
-122.1427521,0,0,0,1,0,0,0
-122.09669309999998,0,1,0,0,0,0,0
-122.24488079999999,0,0,1,0,0,0,0
-122.0863473,0,0,0,0,0,1,0
-122.28970690000001,0,0,0,1,0,0,0
-122.1067001,1,0,0,0,0,0,0
-122.0677091,0,0,0,1,0,0,0
-122.12074609999999,0,1,0,0,0,0,0
-122.28517420000001,0,1,0,0,0,0,0
-122.0685449,0,1,0,0,0,0,0
-122.24251699999999,0,0,1,0,0,0,0
-122.0784871,0,0,0,1,0,0,0
-122.1874933,0,1,0,0,0,0,0
-121.8858691,0,1,0,0,0,0,0
-122.2479098,0,1,0,0,0,0,0
-122.07809990000001,0,1,0,0,0,0,0
-122.31178020000002,0,1,0,0,0,0,0
-122.26972959999999,0,0,0,1,0,0,0
-122.0920916,0,0,0,0,0,0,1
-122.1257866,0,0,1,0,0,0,0
-122.0589993,0,0,0,1,0,0,0
-122.35377179999999,0,1,0,0,0,0,0
-122.0883469,0,1,0,0,0,0,0
-122.23684229999999,1,0,0,0,0,0,0
-122.1037472,0,0,1,0,0,0,0
-122.2506794,0,1,0,0,0,0,0
-122.089304,0,1,0,0,0,0,0
-122.1541274,0,1,0,0,0,0,0
-122.29812369999999,1,0,0,0,0,0,0
-122.25618829999999,0,0,0,1,0,0,0
-122.09070679999999,0,1,0,0,0,0,0
-122.36758329999999,0,1,0,0,0,0,0
-122.4231445,1,0,0,0,0,0,0
-122.29245,0,0,1,0,0,0,0
-122.25966979999998,0,1,0,0,0,0,0
-121.8921453,0,0,0,0,0,0,1
-122.29351869999999,0,0,1,0,0,0,0
-122.4288169,0,0,0,1,0,0,0
-122.1705196,0,1,0,0,0,0,0
-122.0630246,0,0,0,1,0,0,0
-122.06779569999999,0,0,0,0,0,1,0
-122.0611465,0,0,0,0,0,1,0
-122.2121284,0,0,0,1,0,0,0
-122.004557,0,0,0,0,0,1,0
-122.0725494,0,1,0,0,0,0,0
-122.06848490000002,0,0,0,1,0,0,0
-122.17106799999999,0,0,0,0,1,0,0
-121.8836568,0,1,0,0,0,0,0
-122.1856419,0,1,0,0,0,0,0
-122.0612761,0,1,0,0,0,0,0
-122.10136770000001,0,0,0,0,0,1,0
-122.03541809999999,0,0,0,1,0,0,0
-122.1338,0,0,0,0,1,0,0
-122.307718,1,0,0,0,0,0,0
-122.2985743,1,0,0,0,0,0,0
-122.12227620000002,0,1,0,0,0,0,0
-122.0922892,0,1,0,0,0,0,0
-122.2152087,1,0,0,0,0,0,0
-122.02202849999999,0,0,0,0,0,0,1
-122.180067,0,1,0,0,0,0,0
-121.8978608,0,0,0,0,0,0,1
-121.88713770000001,0,1,0,0,0,0,0
-122.120023,0,0,0,0,0,1,0
-122.09189140000001,0,0,1,0,0,0,0
-122.0890547,0,1,0,0,0,0,0
-122.0878162,0,1,0,0,0,0,0
-122.28603030000001,0,0,0,0,0,1,0
-122.3162186,0,0,0,1,0,0,0
-122.1030086,0,0,0,0,0,0,1
-121.8978149,0,1,0,0,0,0,0
-122.28572350000002,0,0,0,0,1,0,0
-122.2644294,0,1,0,0,0,0,0
-122.0666449,0,1,0,0,0,0,0
-122.0930892,0,1,0,0,0,0,0
-122.1528949,1,0,0,0,0,0,0
-122.20787150000001,0,1,0,0,0,0,0
-122.0148189,0,0,0,1,0,0,0
-121.8858633,0,1,0,0,0,0,0
-122.05067360000001,0,1,0,0,0,0,0
-122.0804564,0,0,0,1,0,0,0
-122.0915003,0,0,0,1,0,0,0
-122.1149202,0,1,0,0,0,0,0
-122.07806049999999,0,1,0,0,0,0,0
-122.05955320000001,0,1,0,0,0,0,0
-122.06666680000001,0,1,0,0,0,0,0
-122.28435619999999,1,0,0,0,0,0,0
-122.31404579999999,0,0,0,0,1,0,0
-121.8883206,0,1,0,0,0,0,0
-122.2541129,0,0,0,0,0,1,0
-122.07163229999999,1,0,0,0,0,0,0
-121.88326090000001,0,1,0,0,0,0,0
-122.2264097,1,0,0,0,0,0,0
-122.3830631,0,1,0,0,0,0,0
-122.06282549999999,0,0,0,0,0,1,0
-122.0602268,0,0,0,1,0,0,0
-122.3923108,0,0,0,0,1,0,0
-122.3043747,0,1,0,0,0,0,0
-121.8858634,0,0,0,0,0,0,1
-122.0772521,0,0,0,0,0,1,0
-122.2400055,0,0,0,1,0,0,0
-122.23459629999999,0,1,0,0,0,0,0
-122.29185120000001,0,0,0,0,0,1,0
-121.88226759999999,0,1,0,0,0,0,0
-122.2911446,0,0,0,0,1,0,0
-122.06308429999999,0,1,0,0,0,0,0
-122.161955,0,1,0,0,0,0,0
-122.2938196,0,1,0,0,0,0,0
-122.1029942,0,0,0,0,0,1,0
-122.2414577,1,0,0,0,0,0,0
-122.23854750000001,0,1,0,0,0,0,0
-122.1023124,0,1,0,0,0,0,0
-122.2484379,0,1,0,0,0,0,0
-121.9869578,0,0,0,0,0,1,0
-121.88882790000001,0,0,0,0,0,0,1
-122.06277390000001,0,1,0,0,0,0,0
-122.17331670000002,0,1,0,0,0,0,0
-121.8907611,0,0,0,0,0,0,1
-122.1043481,0,0,0,0,0,0,1
-122.08926170000001,1,0,0,0,0,0,0
-122.26945400000001,0,1,0,0,0,0,0
-122.2503672,0,0,0,1,0,0,0
-121.8874405,0,1,0,0,0,0,0
-122.39737209999998,0,1,0,0,0,0,0
-122.386772,0,0,0,1,0,0,0
-122.08677150000001,0,0,0,0,0,0,1
-122.06767690000001,0,0,0,1,0,0,0
-122.16350020000002,0,0,0,1,0,0,0
-122.42014750000001,0,1,0,0,0,0,0
-122.3396856,0,1,0,0,0,0,0
-122.1148633,0,0,0,0,1,0,0
-122.06285700000001,0,1,0,0,0,0,0
-122.16191200000002,1,0,0,0,0,0,0
-122.1042587,0,1,0,0,0,0,0
-122.1423913,0,0,0,1,0,0,0
-122.24855649999999,0,0,0,1,0,0,0
-122.0078361,1,0,0,0,0,0,0
-122.0903162,0,0,0,0,0,1,0
-121.8896773,0,0,0,0,0,0,1
-122.074063,0,0,0,0,1,0,0
-122.25103600000001,0,0,0,0,0,1,0
-122.06377250000001,0,0,0,0,0,1,0
-122.0780788,0,1,0,0,0,0,0
-122.2988479,0,0,0,0,1,0,0
-122.2682006,0,0,0,0,0,1,0
-121.8978496,0,0,0,0,0,0,1
-122.10315,0,1,0,0,0,0,0
-122.0667649,0,0,0,0,0,1,0
-122.10861340000001,0,1,0,0,0,0,0
-122.41850759999998,0,0,0,1,0,0,0
-122.072103,0,0,1,0,0,0,0
-122.34463459999999,1,0,0,0,0,0,0
-122.0598504,0,0,0,0,1,0,0
-122.12691670000001,1,0,0,0,0,0,0
-122.3064156,0,1,0,0,0,0,0
-122.1737324,0,0,0,0,1,0,0
-122.1498305,0,1,0,0,0,0,0
-122.2800322,0,0,1,0,0,0,0
-122.1530868,0,0,0,1,0,0,0
-122.2976148,0,1,0,0,0,0,0
-122.074056,0,0,0,1,0,0,0
-122.2484374,0,0,1,0,0,0,0
-122.14624640000001,0,1,0,0,0,0,0
-122.3353748,0,0,0,1,0,0,0
-121.8861419,0,0,0,0,0,0,1
-122.0540215,1,0,0,0,0,0,0
-122.08538610000001,0,0,0,1,0,0,0
-122.37018570000001,0,1,0,0,0,0,0
-122.0700284,0,0,0,1,0,0,0
-122.29941799999999,0,0,0,1,0,0,0
-122.0617019,0,0,0,1,0,0,0
-122.3620932,0,1,0,0,0,0,0
-122.2669405,0,0,1,0,0,0,0
-122.0800705,0,0,0,0,1,0,0
-122.21951840000001,1,0,0,0,0,0,0
-122.0545873,1,0,0,0,0,0,0
-122.16829609999999,0,1,0,0,0,0,0
-122.29861840000001,1,0,0,0,0,0,0
-122.2908598,0,0,0,0,0,1,0
-122.2516338,0,0,0,1,0,0,0
-122.2938415,0,0,0,0,0,1,0
-121.8854862,0,0,0,0,0,0,1
-122.06293490000002,0,0,0,1,0,0,0
-122.26496110000001,0,0,0,1,0,0,0
-122.0677585,1,0,0,0,0,0,0
-122.2190277,0,0,0,1,0,0,0
-122.0629372,0,0,1,0,0,0,0
-122.16319109999999,0,0,0,0,1,0,0
-122.02932549999998,0,0,0,0,0,1,0
-122.0930956,0,1,0,0,0,0,0
-122.3709702,0,1,0,0,0,0,0
-122.24444650000001,0,0,0,1,0,0,0
-122.2444054,0,1,0,0,0,0,0
-122.19317690000001,0,1,0,0,0,0,0
-122.07805149999999,0,1,0,0,0,0,0
-122.08488259999999,0,0,0,0,0,0,1
-122.2747665,0,0,0,0,0,1,0
-122.0597842,1,0,0,0,0,0,0
-122.38202530000001,0,0,0,1,0,0,0
-122.31532460000001,0,0,0,1,0,0,0
-122.186361,0,1,0,0,0,0,0
-122.4225051,1,0,0,0,0,0,0
-122.0770425,0,1,0,0,0,0,0
-122.0803449,0,0,0,0,0,0,1
-122.2843132,0,0,1,0,0,0,0
-121.8920787,0,1,0,0,0,0,0
-121.89940020000002,0,0,0,0,0,0,1
-122.071655,0,0,0,1,0,0,0
-122.0928811,0,0,0,1,0,0,0
-121.88393700000002,0,1,0,0,0,0,0
-122.32862549999999,0,0,0,0,1,0,0
-122.06803149999999,0,0,1,0,0,0,0
-122.0725618,0,1,0,0,0,0,0
-122.24381509999998,0,1,0,0,0,0,0
-122.07847220000001,0,1,0,0,0,0,0
-122.4045656,0,1,0,0,0,0,0
-122.2468817,0,1,0,0,0,0,0
-122.10426559999999,0,1,0,0,0,0,0
-121.88369170000001,0,1,0,0,0,0,0
-122.31441090000001,0,0,0,1,0,0,0
-122.2781006,0,0,0,1,0,0,0
-122.1185132,0,0,0,1,0,0,0
-122.07812309999998,0,0,0,0,1,0,0
-122.41892460000001,0,0,0,0,1,0,0
-122.27020259999999,0,1,0,0,0,0,0
-122.24713929999999,0,1,0,0,0,0,0
-121.8978453,0,0,0,0,0,0,1
-122.09486609999999,0,0,0,0,0,0,1
-122.41930570000001,0,1,0,0,0,0,0
-121.88880959999999,0,0,0,0,0,0,1
-122.24758270000001,0,0,0,0,0,1,0
-122.0659754,0,0,0,1,0,0,0
-122.41968290000001,0,1,0,0,0,0,0
-122.24382450000002,0,0,1,0,0,0,0
-122.27316609999998,0,0,0,0,0,1,0
-121.8956936,0,1,0,0,0,0,0
-122.3297158,0,0,0,1,0,0,0
-121.889803,0,0,0,0,0,0,1
-122.03569399999999,0,0,0,0,0,1,0
-122.2692499,0,1,0,0,0,0,0
-121.9869749,0,0,0,0,0,1,0
-121.884612,0,0,0,0,0,0,1
-122.06782679999999,0,1,0,0,0,0,0
-122.273578,0,0,0,1,0,0,0
-122.25814270000001,0,0,0,1,0,0,0
-122.1800277,0,1,0,0,0,0,0
-122.1655784,0,1,0,0,0,0,0
-122.2768489,0,0,0,0,1,0,0
-122.0899156,1,0,0,0,0,0,0
-122.0876953,0,0,0,0,0,0,1
-122.2324007,0,1,0,0,0,0,0
-122.060534,0,1,0,0,0,0,0
-122.3603291,0,1,0,0,0,0,0
-122.11894939999999,0,0,0,0,1,0,0
-122.0649775,0,0,0,1,0,0,0
-122.0980279,0,0,0,0,0,0,1
-122.1868929,0,1,0,0,0,0,0
-122.20696770000002,0,0,0,0,1,0,0
-122.2768202,0,1,0,0,0,0,0
-122.35293899999999,0,0,0,1,0,0,0
-122.40124469999999,0,0,0,1,0,0,0
-122.42677759999998,0,1,0,0,0,0,0
-122.0935867,1,0,0,0,0,0,0
-121.99986969999999,1,0,0,0,0,0,0
-122.1117854,0,1,0,0,0,0,0
-122.2039116,0,0,0,1,0,0,0
-122.09860079999999,0,1,0,0,0,0,0
-122.0778303,0,1,0,0,0,0,0
-122.16235790000002,0,1,0,0,0,0,0
-121.8877096,0,0,0,0,0,0,1
-122.07763870000001,0,0,0,0,0,1,0
-122.0756787,0,0,0,1,0,0,0
-122.3970655,1,0,0,0,0,0,0
-122.0630757,1,0,0,0,0,0,0
-122.0780037,0,0,0,0,0,0,1
-122.2451068,0,1,0,0,0,0,0
-122.28091359999999,0,0,0,0,0,1,0
-122.06283880000001,1,0,0,0,0,0,0
-122.07829469999999,0,1,0,0,0,0,0
-122.3980132,0,0,0,1,0,0,0
-121.88949209999998,0,1,0,0,0,0,0
-122.07255149999999,0,1,0,0,0,0,0
-122.10130759999998,0,1,0,0,0,0,0
-122.2612906,0,0,0,1,0,0,0
-122.259025,0,1,0,0,0,0,0
-122.06274850000001,1,0,0,0,0,0,0
-122.42628909999998,0,1,0,0,0,0,0
-122.06252520000001,0,0,0,0,0,1,0
-122.2541915,0,0,0,0,0,1,0
-122.09221459999999,0,1,0,0,0,0,0
-122.2577898,0,1,0,0,0,0,0
-122.0866969,0,0,0,0,0,1,0
-122.09759170000001,0,1,0,0,0,0,0
-122.42378719999999,1,0,0,0,0,0,0
-122.05338689999999,0,0,0,1,0,0,0
-122.06858770000001,1,0,0,0,0,0,0
-122.1742913,0,1,0,0,0,0,0
-122.26470230000001,0,1,0,0,0,0,0
-121.88553470000001,0,1,0,0,0,0,0
-122.2069035,0,1,0,0,0,0,0
-122.3254787,0,0,0,1,0,0,0
-122.06678570000001,0,0,0,1,0,0,0
-121.88270039999999,0,1,0,0,0,0,0
-122.09291709999998,0,0,0,1,0,0,0
-122.131359,0,0,0,1,0,0,0
-122.24456040000001,0,0,0,1,0,0,0
-122.04822990000001,0,0,0,1,0,0,0
-122.2880632,0,1,0,0,0,0,0
-121.98697779999999,0,0,0,0,0,1,0
-122.40191019999999,0,1,0,0,0,0,0
-122.0897364,0,1,0,0,0,0,0
-122.0628449,0,1,0,0,0,0,0
-122.2318873,1,0,0,0,0,0,0
-122.0654722,0,0,0,1,0,0,0
-122.09202090000001,0,0,0,0,0,1,0
-122.42554709999999,0,1,0,0,0,0,0
-122.1163422,0,0,0,0,0,1,0
-122.1511739,1,0,0,0,0,0,0
-122.0330118,0,0,0,0,0,1,0
-122.0941222,0,0,0,0,0,1,0
-122.1181614,1,0,0,0,0,0,0
-122.1006222,0,0,0,0,0,1,0
-121.8819123,0,0,0,0,0,0,1
-122.239741,0,1,0,0,0,0,0
-122.12571070000001,0,1,0,0,0,0,0
-122.1536219,0,1,0,0,0,0,0
-122.0958912,0,1,0,0,0,0,0
-122.0600422,0,1,0,0,0,0,0
-122.151436,0,1,0,0,0,0,0
-122.06111070000001,0,0,0,1,0,0,0
-122.1002404,0,1,0,0,0,0,0
-122.10008290000002,0,1,0,0,0,0,0
-122.08239109999998,0,1,0,0,0,0,0
-122.0877848,0,0,0,0,0,1,0
-122.0596409,0,1,0,0,0,0,0
-122.1147976,0,0,0,0,1,0,0
-122.0744491,0,1,0,0,0,0,0
-122.0827846,0,0,0,1,0,0,0
-122.3775722,0,0,0,1,0,0,0
-122.2441175,0,0,0,1,0,0,0
-122.3558058,0,0,0,1,0,0,0
-122.06133,0,0,0,1,0,0,0
-122.2985071,0,1,0,0,0,0,0
-121.8967998,0,0,0,0,0,0,1
-121.883049,0,1,0,0,0,0,0
-122.2352908,0,0,1,0,0,0,0
-122.0926219,0,0,0,0,0,1,0
-122.2684706,0,0,0,0,1,0,0
-122.0630346,0,1,0,0,0,0,0
